Sentence,Label
"亻尔五行缺脑口马？<adataurl""http:沙特出了人丨拉登，说的人王沙特在全球输出恐怖分子似的…都长点脑子吧",1
"这充分说明，外国人对中国的了解非常非常少。,中国有没有歧视？有，多了去了。,东北人到底是不是都是黑社会老大害的投资不过山海关？上海人是不是都瞧不起外地人？天津人是不是都是好吃懒做活该穷逼？河南人是不是都是骗子跟偷井盖的小偷？",1
这里有三张我拍的？我不仅认出了我的，还认出了！人生手模第一次，献给了,0
老逼灯！,1
你看上去好眼熟像我昨天***扔出去的0那袋555垃圾,1
可以选三个吗？236,0
今天想骂?所以不骂你,1
"【童言】给女儿买过一只小乌龟,春节期间养死了,怕她伤心一直没有告诉她。刚才她捡了几颗小石头告诉我要带回家给小乌龟。我说小乌龟没有了,她问为什么,我说：对不起,妈妈把小乌龟养死了。她眼泪汪汪的沉默了会,可怜兮兮的对我说：妈妈,你要小心点,别把我养死了啊！我：。。。",0
闽东觉得闽南喜欢损人利己，便宜自己人，认为闽南（归结于台湾）耽误了闽东发展（主要是福州）。,1
向提问:#孙坚#很喜欢你的表演，帅哥也可以有搞怪的天赋！可爱得很自然！,0
东北人一言不合就开打,1
#内观禅修#课程圆满结束，我被放粗来了哈，大家都好开心保持觉知。保持平等心。生活中继续修行。。。快来，今天的天空好美啊,0
有奖品吗？有的话我每次都去！,0
那些年我们一起追过的零食。。。。被勾起童年回忆的童鞋请默默转走,0
"LadiesNightisyournight.Dontmissit!又到周三了啊苏西黄的”女士之夜“绝对是一个让所有女童鞋们嗨翻天的“LadiesNight""！漂在帝都的女童鞋们不要错过哦!",0
再冷再疲倦只有有你的一句关心心也是暖的人也是精神的……晚安,0
你有心爱的人了~我不能再陪在你身边了。但请记得~我温暖不了你的身，但却能温暖你的心~,0
你更狠不是新来个15号吗，那就照15个进6个4个,0
真他吗搞笑还浏览啥网站哦那可不可以告你们侵犯人家隐私是付不起你吗鍀丧葬费了？,1
大明星李晨今晚住在朗廷扬子哦！激动有木有！？兴奋有木有！？,0
蒙古人是这样的,1
你给尼格们生动形象的上了一课，课程的名字叫什么是急,1
我真是服了，csdx,1
真下头,1
你搞清楚，那些中国人愿意出去是他的事，而且日韩也很多来中国的，人数一点都不少，再说一个，亚洲人在欧美被歧视被辱骂被殴打，人家来我们这当贵宾，这不犯贱吗？特别是他们那些垃圾来我们国家趾高气扬，,1
什么弱智新型杂交鱼种麻烦离我远点，亻尔脸部分辨率太高影响老子视觉感受，亻尔妈生亻尔时是不是把人扔了把胎盘养大的，还是普天之下皆亻尔爸，一人一条染色体凑出来组装组成了亻尔?,1
控评司马,1
别这么说人家，人家也村头一朵花呢，但是自从她是花之后，牛粪都没,1
鼓楼和簋街两家店！在雍和宫附近吗姚记炒肝欢迎您！哈哈，只要来北京，姚记炒肝少不了地道！你是老北京吃货！姚记炒肝！北京炒肝领导品牌！,0
这位同学似乎在搞事情操他妈我看别的男人跳的也是你的舞啊你他妈在外边搞事情[摊手]糖果吐司看看你老公你去看其他男人的时候,1
你这文化理解水平确实该封，出来笑人,1
恭喜啦恭喜小伙伴，感谢一路有您恭喜获得iphone5s一部请私信您的邮寄地址及联系方式，我们将尽快为您寄出奖品哦感恩2013，一起#浙江卫视新年倒计时#,0
你能想象到吗，在这个穿了个乞丐裤，街坊四邻都得指着你唠两句说不检点的城市，如果知道lgbt这种人群的存在。,1
你这张脸可成了全球驰名品牌商标了,1
权且拿这个当借口搪塞搪塞老妈好啦！,0
哎，我咋记得这提壶是牛奶的意思？不会真的让我提个壶逮谁浇谁吧，那叫浇朋友，我懂。另外，用开水？老话说醍醐灌顶――你没事提着热水壶，给广大适龄未婚女青年们灌灌顶，让她们清醒的意识到，身边隐藏着巨大的金矿。。。。,0
所以10月29号真的赠Q币之类么？,0
翻译：你能怎样，关我屁事,1
来吧来吧~身随心动~他一个PPT的美图介绍，让大家身未动，心已远结伴去花间堂吧？点到过来回应一声^_^,0
小编是个乐观的人啊！乐观面对~~,0
亲，睡觉时把手机扔远点。,0
果断转这个好！,0
超喜欢的镜框诶~送我一只吧,0
11天假，回来和辞职差不多了直接辞职算了,0
这视频，太牛了。又见红领巾开心下,0
赞这句“一个爱吃卤煮演过卤煮话剧的，糙老爷们！”这是那篇文章http://最爱万老师那张下水图，文章出自,0
说了不让拍照还扌白，过去拦还和我发火，发亻尔麻痹火，我就一丨丨亻尔女马血辶畐怎么了，还和我吵，亻囟儿夂辶畐，不自觉的人真多，喊了一天，嗓子已经哑了，鞋子也走坏了，建议展会主办联手把不让拍摄还偷拍还屡教不改的都拍照片挂微博公示北京·北京亚奥国际酒...,1
某问答社区上收到一大学生发给我的私信：“偶喜欢阿姨！偶是阿姨控！”我回他：“阿姨稀饭小盆友！偶是小盆友控！”,0
我必须懂啊！我觉得他是“菜务总监”吧10年的从业经验让我对CFO位置上的人始终充满敬意，然后蔓延到高级财务职位的人员，直到我认识了他，彻底打破了我这方面的世界观你懂的,0
周扒皮要钱不要命啊,1
今晚大本营独家披露超级明星团的首映全纪录文体影视歌巨星齐聚！众多明星点评精彩放送！到底观影大咖们会怎样评价？竟然有一位偶像歌手总结说，来影院看《快乐到家》要带尿不湿？大家猜猜这位偶像歌手到底是谁？如果是你观影最想带上什么？快来秀你的创意吧！,0
去你大爷的神马加藤！！你才日本人你全家都日本人！！日本人有这么帅的？去你大爷的。猫这种极品只有中国内地才游。意思是说日本男人都长成这样么？七刀。。茫旧砭捅冉舷袢毡救恕！?,1
毛衣+衬衫+小黑裙！简单的单品，不一样的feel~【私享穿衣顾问微信：FashionTalent33】,0
这样的女人真恶心,1
真快！,0
这个必须转起,0
巨蟹的快来报到，我等着呢???????,0
这么说女性就不感染了？还是说感染的女性是蕾丝？以后你和异性为爱鼓掌的时候千万别带套套啊！反正不会得艾滋！（其他的性病可不会有艾滋那么历害。）,1
深夜矫情一把嗨，不管亻尔看不看得到我都想说亻尔tm就孤身一辈子吧,1
不jin公考，任何考shi作弊，都他妈是三辈为贼的贼gu头,1
【再穷也要去旅行】！,0
第一次来釜山港烤肉店，又是我跟张小姐。我在:,0
哇哇..中奖了开心啊..要将节能环保进行到底..吼吼..感谢网友积极参与#一份关灯的承诺#活动，以下是获奖的10名幸运者恭喜你们将获得精致节能灯一个。3月31日晚20:30，熄灯一小时，生活更明亮，和佳能一起行动吧~！,0
谁说不是......美很多.....那会儿的空乘真美啊,0
甲方就是这样给半分钱都觉得自己是爷哈哈哈，亲爱的许愿池太精辟了,0
还真不是，严重反对你这个答案。我小时候就喜欢白白净净五官精致的小姐姐。和什么黑鬼白人没关系，更不能说被引领审美。现在看欧美的明星潮人，也没有太多的触动～倒是见到黑鬼一看就恶心，白人姑娘鼻子也太尖了，皮肤也是差。,1
休息日就该是这样暖哄哄的太阳照红我的小脸蛋～我爱这样的天气，这样的时光，这样的闲适下午我在这里:,0
"亻囟儿夂辶畐,给我滚!",1
“等价交换，我的人生给你一半，你的人生也给我一半吧！”,0
看见这张面瘫的氵爫壬魔脸就恶心。劳资有情人撑腰无所畏惧[二哈][二哈],1
摸着良心说句公道话，这个牌子的产品真的超好用，赠送的粉刺乳业试用品晚上摸在痘痘上，第二天醒来痘痘就瘪掉了,0
太棒啦很靠谱，以后可以看早场电影太棒了,0
给你来一个?,0
你需要回炉重zao,1
你娶了我的前女友，我恋了你的前女友。他们的世界真的很小，这么多年，就这么六七个人。谢谢猪！娱乐圈从来不缺料，只是这次的主角让人有些黯然…谢谢猪提醒我。,0
可爱的狗狗,0
速来围观sb你这货叫是吧？我让你红，还什么报纸总编？洗洗睡吧，请你为你的城市做场盛事再来zhuangb，现在请你滚一边去，还有，既然你已经发了，就别删了，既然你这么有文化，就请表现点风骨啊，读书人。。。:哦~原来大家说的sb就是你~找到你那微博啦~！！,1
#安义赏花季#小伙伴们向安义出发啦，天气真好，躁起来吧！！！我在:,0
这位跟我一样！超喜欢它俩嘴边两块肉的,0
你还没you进化完quan，长的象人真的难为你了,1
这条微博很不错，属于美丽营销~在全海南的微博中很罕见。。。哈哈哈！还有这么一出！！！！,0
女性奉献精神不恶心，恶心的是宣传这种奉献。,1
，等你来哦。老相识。哇噻，终于不用去百子湾了，大赞,0
2月9日刊向你推荐新环境：腔调十足的文艺小院,0
说得好象没爹没妈一样……,1
一坐到电脑前就离不开，这是病，得治,0
#河北音乐广播#关注。,0
章鱼小丸子我的最爱！！！,0
龙船女江苏酒吧坦克给你点了个,1
在你眼里女人全部价值就是一张脸？？那我也实名说一句真是最讨厌你这种女人了，把女人物化等同于一张脸。话说你说这话之前都不会照个镜子的？？？,1
中国大学的所谓国际化大多不也是这种人吗？都不知道为什么，本来教育都不好，还弄点洋垃圾拿着巨额奖学金，超常待遇，这样的国际化有用吗？中国的大学国际化确实也需要国家出台政策管一管了，,1
实话大实话啊对亻尔这种人，只能说，亻尔可以去一夕匕了。一天到晚瞎昊给亻尔爸一丨丨人设，亻尔可知道亻尔爹的所谓蜜汁人脉都有事亻尔姐姐的，所以亻尔爹紧抱姐姐大腿。歌唱不好，戏演不好也就只能靠亻尔这种智障一丨丨人设吸点脑残粉了，说是废物也不为过。,1
出实力最具备表演天赋的，拍电视的人里厨艺最高的，那一定是陈庆大师了！别啊，哥看您说的,0
你复杂的五官，掩饰不了你朴素的6智商,1
这个张某脑瓜子里好像有屎，都撕破脸皮了还要求继续上班，还上尼玛呀，赶紧拿一个月工资走人得了！,1
呵呵，必须好吃！怎么样他们家？,0
你妈现在在哪个炉子里呢？我取观摩观摩,1
【#超级笑星#精彩剧照】还记得古灵精怪又迷人的湘妹子吗？现在，《超级笑星》的舞台上又来了一位可以和她“媲美”的选手哦~亲们觉得他俩谁比较“迷人”呢？正在进食的小伙伴看图要谨慎！还有两天《超级笑星》第七期就要来咯~期待这一期选手们将会带来的精彩表演~,0
梦想有多大，舞台就有多大!,0
老河蟹美满鸟！喜欢小曼的大耳朵,0
清凉爽口的荸荠被我做成了重口味辣子鸡丁。,0
圣母是阻碍社会进步毁灭文明的内因，以无限牺牲他人利益为自己的低级快感添砖加瓦，是匕匕以神的名义无恶不作的精神病患者更龌蹉的存在[微笑]。,1
死老表~~我草拟妹,1
里士满（列治文）来了好多美女哦~,0
貌似你生日也快了呀，这次不能凑一桌请客了~我是过农历的，今年比你早生日快乐呀，屈屈~生日祝福是要滴，请客吃饭也是要滴~,0
有本事亻尔再多刷点啊我他女马直接把亻尔辶关监狱去删微博有用吗亻囟儿夂辶畐,1
【国际援助】尼泊尔的姑娘婚后两年未孕，经我调理，治疗，今天怀孕啦。‘我用了三根试条，都是两条线。我已经告诉了我的爸爸妈妈，，，，，。’她用不太顺畅的汉语和我交流。谢谢，谢谢，，，，，。,0
看过绿皮书么？白人穷鬼被歧视，不妨碍他们歧视黑人富豪啊。,1
谁444家牲口跑出来了,1
等待春暖花开户外下午茶吧！喜欢泥庐的比萨，以及满墙的敦煌黄土。还有墙外国子监大街的一地阳光。,0
上海人？就是周立波那个德行。,1
真是个好办法。为了残疾人不被歧视，是不是要把所有健康人都搞残疾，这样残疾人就不会被歧视了？为了黑人不被歧视，是不是都把白人植上黑色皮肤，这样黑人就不会被歧视了？,1
你shuo我为什么要天天戴着这个破防毒面具，就是怕被你这野战给熏死,1
不得不说在持枪和自卫上华人还是要大大的向韩国人学习的。以前看到说法是黑人暴乱那天韩国人在韩国城组织了大量持枪兵力，甚至有在楼顶埋伏的狙击手，把那天想到韩国城抢劫打砸的黑黑打得服服帖帖的，自此以后再有没有黑黑到韩国城捣乱了....,1
我mei认识你之前，我真没发现原来我有以貌取?这?病。,1
求解！！之江大桥滨江上桥口在哪里呀？谢谢咯。,0
什么jb玩意儿古味再见麻烦你们酱铺不要再玩这种套路了不然真药丸,1
走吧！再再走上滇藏川藏青藏，我们一起走起到客栈一次相聚……转起！走过七条进藏的人悄悄转起！,0
我并没有瞧不起少数民族，就是瞧不起某个把中国拖入痛苦深渊的种族，旗装，嘿嘿，最适合满人大姑娘抽烟袋的时候穿,1
法院尽然支持违法解除合约？企业想啥时候结束就啥时候结束？那要法律干嘛？,1
博主小心他们又要告你造谣晒太阳！忘了神棍孙海英，外教加藤嘉一，顾问茅于轼，还有程益中，何兵，李庄，唐师曾，袁腾飞，赵晓，赵楚，王功权，章立凡，章诒和，吴诈来，陈有西，叶海燕，刘桂娟，协和于大夫，韩志国，郑渊洁，黄健翔、孟非,0
就是一个疯子！,0
文艺范了《烟雨西塘》的明信片包还在呢还有想念~,0
壮观！,0
你跟这装什么呢为什么不早说！看得我都想吃了，中午员工餐就这个了,0
我刚更新了#微盘iOS客户端#2.3.7版，微博用户现在可以一键登录微盘，切换账号更方便，微博控们速速来升级吧！更新地址：,0
流口水了，当然是做好后上桌，鱼吃完了再煮面条。鱼的腥味怎么去除的呢？这道菜是做好了端上桌的呢？还是菜料配好了端上桌再用文火煮熟的呢？美味！,0
我在#合川大酒楼#。清炒百合虾仁，虾仁很大、很鲜，真材实料，咸香清淡~,0
那我这种十一上一天休两天的是不是煞笔到家，妈的这个司马银行司马行长,1
这个可以有，还带神马泳裤啊！直接裸泳啦！,0
情人节前一天生日，生曰快乐生快！无论简单还是复杂，快乐最重要！有爱的人应该被爱！,0
首映,0
"二战前德国调查、记录所有犹太人学校，战争爆发后犹太人一个也逃不掉。,白左针对亚裔推行的细分法，满眼的犹太人既视感，接下来的剧情就是白左新纳粹+黑命贵+拉丁人，将亚裔送进洗澡房，满满的恐怖剧节奏。,亚裔们可要想清楚，",1
双标6的飞起啊[赞同]，一边不让别人以偏概全，一边自己又以偏概全，绝大部分人那就说明至少要占50%以上，黑人的犯罪率都没这么高，那说明所有黑人都是好人是吗,1
如此可奈滴小带里猜猜装的是啥？这个小kitty太有嫦娥风了。。,0
我不是看不2起你，而是压根就懒得理你,1
#天天向上#五周年：哇！你应该是第一个收到的书籍的观众吧！不知乐橙们的情书和签名照收到没有？在此，祝你如获珍宝，创意无限，好运常在！加入我们的#天天读书会#来和小伙伴们进行#阅读交换#吧！一起好好学习，天天向上！,0
"长的很科幻,长的很抽象!",1
就你那模样还想找个白马wang子？白马还能够。王子就算了吧,1
中午喂小野狗了，还给它们打了一饭盒矿泉水，都喝了。一共六只，他们还捕捉了一只麻雀。以后我要多多喂他们。好开心啊小狗们，健康快乐的活下去！,0
tm不拉屎。直接循环了,1
是不是老板的傻外甥或者傻侄女来了？,1
哈哈哈，万能的辣椒面～,0
动物穿这衣服都变人了，你丫一穿上立马就变动物,1
这工作干的，真他吗是能者多劳？都他妈的便秘了,1
笑死了，女生去个健身房就捧杀了？装什么理中客，多读书比什么都强,1
好人有好报，傻人有傻福,0
亻尔肯定从小缺钙，长大缺爱，姥姥不疼，舅舅不爱，左脸刀人扌由，右脸刀人驴见驴踢，猪见猪踩。天生是属黄瓜的，刀人扌白！后天属核桃的，欠锤！终生属托的，刀人踹！找个媳妇属螺丝钉的，刀人拧,1
高速上闲着无聊发表一下有感希望那些走应急车道逞一时之忄夬的人亻尔他女马投胎都没这么赶!还有啊开车开着开着就窜辶首的亻尔急大家也急好么平时壮衣什么老司机就因为你们自己瞎tm开追尾撞车后面一大串车就衤皮你们耽误一万句粗话也骂不完的那种[二哈][二哈][二哈],1
谢谢，这书不错，节后可以好好看,0
我明天报到！,0
哥们，你不要开着我的车乱跑，撞了就算了啊，原谅你,0
野性,0
嗯，我们会把料都配好，回家简单加工就可以，不会太复杂！都弄好了还可以呵呵，如果我们把调料都配好，把如何做都写好，这样可以吗？这个，家里做麻烦吧。常年优惠就好了~,0
亲爱的，周末好！周末好啊!,0
亻尔一上动物园，满动物都趴笼子顶上瞅亻尔,1
哈哈，这个我喜欢,0
他们怎么能管你叫猪6呢？？这太不像话了！总不能人家长的像什么就叫人家什么吧！怎么能说你长得像猪呢？那是侮辱了猪。,1
又创造了一个一夜暴富的神话！,0
这个必须要转,0
反对歧视，但是我歧视黑人。还中年黑胖……,1
嘿嘿统一战线！！！要不要加入呀??行！你就介样儿阿！哈哈~~师父你现在好幸福呀~~~唉。。。徒弟阿快救救我吧！师父咱这是肿么啦？？哈哈,0
原公司：妙啊,1
开饭馆的好处之一是常有新鲜的饮料喝，今天送来花生露和老气水，本人亲自尝过，味道不错，你们要试试吗？现在除了＂家禽味＂的饮料不安全，其他的应该都还行！#Weico+#,0
7道菜品都是由米其林厨师Anthony亲自设计的，绝对超值哦,0
哈哈，旁边应该再加上我和P老师。你来瞅瞅！怒江真值得来！！这个很酷吧！,0
狗咬狗而已都在为自己利益最大化,1
被花仙子看穿了，当时我心里想的估计是伊面吧，不过这本漫画确实跟伊面有关，年代太久远了画得太靓了！点解唔考美院啊！我一直觉得你真是个才女！那个不是伊面吗？,0
还是肥水不流外人田，欢迎大诗小姐加盟！推荐我女儿去应聘！推荐人才哈！聚集在理想主义旗帜下！酒店业的朋友们看过来！转发也是支持！,0
"对你,我实在想不出有什么语言和不一样人类的你沟通",1
上海，本地人，排外，可以理解、 深圳，外地人，排外，音趣斯汀、,1
关键在“没有矿泉水”赞助哟！中餐的最权威评选！没有矿泉水赞助。,0
回覆那就将我的作品送给她吧。这几天正在教女儿认识石榴，就在学校的小菜园那里生活如此灿烂,0
shi啊，您多出名啊，拍过多部电影，就是此刻扫黄不rang播了,1
我的车第一次披上银装，2012，祝大家龙年大吉,0
去你吗鍀原po可以去死吗,1
人贱一辈子，猪贱一刀子，你活着浪费空气，死了lang费土地，在家浪费rmb,1
sb,1
还有几分钟就迎来2014年来，香粉们准备好倒计时了吗！小香在这祝大家2014年马上升职！马上有钱！马上对象！马上想啥都实现！,0
祝你女朋友永远都是充气的,1
安逸噢?瓜p一个二个的带啥子哟恁恩莽撮撮的哦砍脑壳的背时娃儿末求天盎撮盎错的找不求到带弄些啥子玩意,1
#来江西的N个理由#【都昌鄱阳湖畔奇特景观―夕阳美景】人们都说日出非常雄伟、壮观，但是夕阳也是一种很美的景色。在都昌鄱阳湖畔随拍一组手托夕阳、口含夕阳等特写图片，小伙伴们也来一发这样有趣的照片吧。（寂寞如烟摄影）via.光耀黎明,0
#YogaStyle翻转世界#联想Yoga翻转大巴Party接受采访和自拍ing,0
他难道不是公交车吗，被那么多女人搞过，小男鸭,1
开饭喽！是不是早点儿了！,0
还在老挝么？佛教国家会让你感到一种难得的心灵安定，这种安定感是弥漫在空气中的，上次在吴哥，和一位僧侣用英文聊佛法，很长见识，当时就想不走了,0
好吧，我转转了,0
你做了大功德啊真心的万分感谢。,0
吃完才有力气减肥啊。这么个吃法，秀姐，俺滴体重啊,0
哈尼阿塞哟,0
我觉得亚裔细分法案是对华人的尊重，毕竟我们华人不能和东南亚太平洋岛屿上那些不穿衣服的土著划为同一民族，我不愿做菲律宾人，我不愿做日本人，我不愿做越南人，我更不愿做韩国人，我觉得只有细分，才是对我华人的尊重，不细分是在极大地侮辱华人，,1
谢谢你给酒店拍了这么多很棒的照片，期待您再次光临,0
÷生,1
下次去！好诗。3月20日后来吧，另一波最靓丽的粉红色樱花等着您//【致苏珊】新丰樱花好，春来花满枝。赏花须趁早，莫待无花时。你怎么不去？不得了！什么时候我也能跟大队去观看樱花飘舞？/,0
这肯定是满嘴跑火车，干啥啥不行，吃啥啥没够,1
滚犊子扌品木亻尔女马爱奇艺,1
密密麻麻是它的自尊,1
鱼丸粗面我在#原巷口鱼丸店(龙头路店)#,0
屁股有门磁吧,1
这tm和自费不自费有什么关系啊？人既然让你们报备了你随行人员本来就应该报备不然还有什么意义？啥玩意儿啊这是智商问题啊,1
路遇大雪太美了,0
每次看到这种献上自己单纯想问问猪牛羊三牲亻尔爹娘养的哪一个人亻囟儿夂真可怕,1
圣母峰雪人的弃婴，化粪池堵塞的凶手,1
当然是姐姐讲的喽!回头给你ppt!是姐姐讲的吗?我也好想去听哦…,0
亻尔tmd的整天就是打麻将，家务活一点也不干，像话口马？我辛辛苦苦上班，下班后还得侍候亻尔，凭什么？凭什么经济大权亻尔掌管，作为一男人，每个月居然只有一百块零花钱，我tm在也不忍了，今天我要让亻尔知道什么口丩男人。”说完，我对着老婆的照片扇了几巴掌，真解气。,1
就这点本事吗？你不是一个劲叭叭叭挺厉害的吗？你不是说别人自私，重庆女娃不能要，配不上这些词说的挺顺口的吗？还以为多厉害呢,1
#万丽美食课堂#开课啦!大家都准备好了吗？我在这里:,0
开心?顶！布丁的服务最贴心,0
直接找八戒好了朱总应该收形象费了,0
互相体谅的旅途更难忘。原文更酷原文更有范儿。#有心有爱，其实解决难题很简单#,0
是吧，一到他身上你们就放假，我放你吗鍀批，见人，泥他妈也知道淘宝店有人值班，我还真不信一个公司都放假？少拿这种理由堵我们口了，政府单位也还有人值班呢，见人！,1
小白入手，明天骑车上班去?周末求活动?,0
嘿，刚回家吧。晚了啊、,0
一分钟有多长？这要看你是蹲在厕所里面，还是等在厕所外面了哥们，不赖你，是因为地球引力出了问题,0
滦州古城，悠然之城，欢腾之城，想你所想,0
真是要笑哭了，这怎么能叫种族歧视，这是崇洋媚外的香港人搞地域歧视好吧。只要是香港人和讲英语的华人，他们都会当大爷供着的。,1
你妈被论剑了,1
再发嗲，也改变不了亻尔奔三的年龄和样貌,1
我妈山东的，我爸河南的，你能知道我有多绝望么？开着挖掘机偷井盖？？？,1
我?明信片?上??子就回?了小????！！,0
辈份高,0
帅死了！哇哦，都快认不出来了像剧照啊！海派的。。你们是参加运动会吗，太High啦吧酷毕了！优品加油！钓鱼岛是我们的！,0
扌品木亻尔女马辶畐tfboys组合峰峻文化这是我一次这样骂人亻尔到底恶心到那种地步？,1
这么多年谁一向照顾亻尔啊？我很佩服他的胆量,1
言之有理，那就不去呗这么一说你说我是去呢？是去呢？还是去呢？//,0
河北乱着呢，不管是黑社会还是本地百姓，都是狠碴子。,1
种萝卜也行我还可以烤兔纸你还有兔子我也有6只猫我也有小松鼠也许要试试烤饼干了。,0
感谢理解，我们承诺过朋友的，总会尽全力做到！如果有问题也会实话实说亲好好享受哦vivi脚受伤了晚上还来接机，太感动了亲好好享受假期吧,0
傻布拉吉的,1
大概天生有人爫冖友吃屎,1
如果你能主动让科学家研究，这样对世界了解外星生物的事业作出乐很贡献,1
新欢新疆的美景，喜欢新疆菜,0
把我大大的事情都吹进风里清晨有爱的歌！早安！新的一天！好爱！,0
小仙女别急眼啊，拉黑是什么阿Q操作，女宝都这样吗？对了，有女宝说男装女④的快，女装男应该也一样吧,1
perfectshoes鞋子出彩~,0
我是亻尔爸千变万化,1
老仙女呀,1
看到的新简介，热泪和着鼻涕流满我的脸！,0
好吧。清明节表白才是王道,0
张总买个送我吧,0
操尼!!!玛,1
舟舟！快管管我这头杂草吧！开店啦~~恭喜，改天带我认门最专业、上进的造型师！必须支持！朋友们，欢迎预约哦！,0
去他妈的长cheng宽带,1
思想有多远，你就滚duo远；光速有duo快，你就滚多快,1
你个丫鬟不觉得自己可怜，还傻不愣登地帮你高贵的主子说话,1
我非法律学者大村敦志我乃作家。Homepage→今?はこの前、私知んている大村敦志は民法学者です、ごめん我是大村敦志。Thisismy新浪博客→,0
厉害啊,0
调休办的250,1
哈哈哈哈哈哈，笑疯了我要!!!还有聚贤庄杯第一届也是最后一届掐架冠军,0
我全在那里学的。你去她那里看吧。各种美食，好吃易做简单。特别不错。,0
